party,timestamp,amount,counterparty,communication
A239,2022-12-15 15:42:05,8110.32,A143,8004869080
158,2023-03-16 18:02:58,8648.97,385,savings
A74,2022-11-05 16:20:17,7284.65,A83,4909342749
A259,2024-02-28 13:51:52,4497.23,302,/B/
A85,2023-02-01 17:47:59,3210.48,516,/A/
79,2023-09-20 11:45:49,3706.77,323,savings
A327,2023-04-03 19:08:56,1857.74,305,/C/
A379,2023-01-20 07:55:31,6162.35,A251,2995204301
295,2023-06-16 11:41:32,4049.1,142,savings
A384,2023-09-02 09:08:01,8575.38,882,/B/
614,2023-09-15 19:11:55,3702.62,654,fries
A379,2023-07-25 17:12:37,4797.62,187,/C/
313,2023-08-11 03:11:13,9399.25,399,fries
A186,2023-02-18 11:37:06,5193.82,520,/B/
A16,2022-07-07 08:11:41,4574.92,A190,0575997539
A292,2024-05-06 19:13:58,9831.84,691,/A/
A395,2024-01-23 13:54:10,5329.17,640,/C/
A319,2023-12-26 09:17:17,6644.54,260,/A/
512,2022-07-07 21:29:21,3440.6,861,bonus
A184,2023-07-08 19:14:54,4137.01,941,/A/
A42,2022-09-02 13:59:35,5804.99,719,/C/
199,2023-11-09 07:54:10,5852.81,369,payback
A280,2024-04-19 07:21:22,518.12,920,/A/
A198,2023-06-18 23:24:35,505.49,833,/C/
A1,2024-01-11 05:24:04,1368.99,A163,4260244211
A117,2023-04-30 23:00:56,4836.79,A385,8496274368
739,2023-04-15 10:02:21,9451.02,315,payback
A227,2022-08-16 12:25:37,3635.23,22,/A/
A359,2024-02-12 19:17:29,2396.99,309,/A/
233,2023-11-07 18:37:18,7979.81,332,fries
A13,2022-07-08 21:49:25,3169.83,A142,4057106208
A17,2024-01-13 03:38:02,8834.68,A79,0110412588
A353,2023-09-26 20:45:23,9083.66,45,/B/
A202,2023-08-02 14:45:57,5976.28,0,/A/
320,2023-09-02 03:01:40,6426.32,45,payback
A352,2022-06-29 09:33:00,1672.02,31,/A/
A278,2024-05-24 06:41:29,1051.94,A258,5526172827
A367,2023-11-03 23:27:34,402.96,385,/A/
A289,2023-12-03 17:51:55,1293.48,130,/B/
A208,2022-08-28 11:53:03,5805.76,951,/A/
A94,2023-05-05 17:51:54,2513.64,461,/A/
A354,2024-03-12 14:10:05,5329.63,925,/A/
A60,2024-02-17 02:26:49,7788.02,11,/A/
A140,2023-04-05 23:17:37,5156.44,597,/B/
A134,2023-04-24 05:29:32,1465.8,39,/A/
A109,2024-01-16 15:21:35,7459.48,A187,1889345764
453,2022-10-03 01:37:11,5642.37,517,fries
A233,2024-06-18 04:33:54,5909.9,A318,2691161646
A344,2023-04-27 07:14:39,3820.23,642,/A/
A221,2023-05-01 21:50:45,1843.04,228,/C/
A42,2023-12-03 04:19:35,7066.27,A263,8297876824
A327,2022-08-11 10:06:15,3705.36,310,/C/
A45,2023-07-11 12:06:27,8437.57,A202,6263575484
306,2023-03-05 03:29:01,3301.39,31,bonus
804,2023-01-31 06:48:13,9877.01,115,savings
A101,2024-02-11 01:17:02,9868.9,791,/A/
A136,2022-12-09 22:53:42,1202.69,A92,1472380327
A167,2023-08-02 16:05:09,495.87,A171,4402741243
A4,2023-02-16 13:11:49,1559.34,981,/C/
A304,2024-06-03 23:38:30,3320.21,646,/A/
A383,2023-12-07 11:10:12,294.11,487,/C/
A331,2022-07-25 19:17:30,8399.6,A134,2661367634
A268,2024-02-01 19:06:04,6252.33,370,/A/
A167,2023-04-17 06:57:24,8853.09,700,/A/
A162,2024-04-26 08:51:25,6087.93,889,/C/
A357,2024-02-07 13:46:00,72.5,701,/A/
A14,2023-07-17 23:05:49,9297.31,112,/A/
A87,2024-01-11 20:23:24,7419.47,A381,7968559652
A45,2022-12-13 01:22:56,773.04,487,/B/
A283,2023-05-24 01:00:53,8736.34,A9,0281059390
55,2023-10-03 23:33:16,8041.55,386,bonus
A63,2023-02-23 07:59:14,8016.66,385,/B/
A12,2023-10-15 11:07:57,6665.69,168,/C/
A290,2022-11-20 04:37:37,827.02,190,/C/
A29,2022-11-21 16:11:49,7580.5,A240,8340107725
133,2024-04-21 06:30:47,6765.54,124,rent
954,2023-02-01 23:06:46,5850.58,346,payback
A325,2022-09-08 06:23:10,2172.93,440,/C/
523,2023-01-07 04:04:33,13.26,278,beers
A76,2023-06-29 09:17:30,5079.24,A318,1353941187
278,2024-04-24 23:45:15,1429.04,178,payback
A43,2022-07-08 12:07:35,1938.42,476,/B/
71,2023-07-19 10:59:30,4324.48,194,savings
A60,2023-08-20 06:09:32,9844.74,116,/B/
A195,2023-03-31 14:57:06,5921.51,663,/C/
642,2023-03-18 07:46:25,8001.22,369,bonus
A350,2024-05-14 16:58:07,9060.52,77,/C/
A282,2022-08-17 03:03:11,9300.27,61,/C/
A176,2024-01-17 12:07:19,5543.84,A253,6341625316
663,2024-05-31 14:29:01,2659.93,176,fries
A119,2024-04-06 07:26:50,2100.16,587,/A/
A28,2023-02-04 08:05:44,9599.05,A369,4574129860
A362,2024-04-10 18:42:45,7328.32,A128,7790542531
A13,2023-08-02 18:44:24,4762.15,A67,7772178872
A233,2022-06-23 04:47:09,5399.88,A261,2650031235
A263,2024-06-10 02:55:42,8704.78,765,/A/
A81,2022-11-15 08:43:10,4349.67,326,/A/
502,2023-10-29 23:47:17,6177.31,115,payback
A76,2022-09-29 01:11:39,9758.79,797,/A/
A102,2023-11-17 19:47:15,5884.13,A3,2155952239
A120,2023-06-07 11:32:01,8670.94,960,/A/
A363,2023-08-19 10:11:19,3384.49,990,/C/
A18,2023-09-16 18:58:05,6858.87,365,/C/
A374,2022-09-25 23:56:16,933.96,343,/A/
A291,2024-01-29 03:48:33,6549.7,A247,2281089188
A265,2024-02-13 19:11:30,4441.83,614,/C/
42,2023-06-12 17:19:04,3334.72,938,rent
A281,2022-08-16 17:20:48,2207.71,A323,9113203609
A98,2023-03-18 12:50:58,3954.06,232,/B/
A206,2023-01-01 18:19:43,2759.79,A37,2690728079
A147,2022-08-05 07:28:41,2491.99,857,/B/
A220,2023-08-31 04:18:04,7922.35,620,/B/
A328,2022-12-17 17:58:18,6070.62,A297,1023193798
A32,2023-11-08 18:28:06,9230.84,277,/B/
A2,2022-10-28 10:32:02,8571.88,5,/B/
912,2023-09-11 11:55:55,9846.14,83,payback
A301,2022-07-27 06:45:01,9120.43,A88,3592027304
591,2023-06-08 20:23:05,8534.01,771,payback
A18,2024-05-09 13:53:25,4900.75,A169,5014430111
A220,2022-10-09 01:01:05,6263.33,498,/A/
A54,2023-12-20 06:47:49,7888.17,140,/C/
A243,2023-08-14 21:18:27,735.78,A161,3535423653
490,2024-06-06 06:46:26,9281.66,356,bonus
A311,2023-09-24 03:39:11,5324.93,98,/A/
A92,2022-07-26 19:56:49,6355.26,A197,4249148596
A316,2023-10-11 21:38:58,1145.52,A151,6585473989
A8,2024-06-07 19:03:46,2421.53,85,/B/
A92,2023-09-18 11:52:28,1189.98,977,/B/
A73,2023-07-06 07:06:32,9328.55,A153,2628115071
A291,2024-03-20 01:29:39,4200.58,A65,3217114675
A17,2023-11-10 19:38:36,2094.48,A47,5705570143
A12,2022-06-30 00:59:55,8234.63,149,/B/
A201,2023-04-28 03:29:29,8339.31,A232,9918244042
A116,2023-04-01 04:46:32,7205.73,131,/B/
26,2023-02-13 08:48:44,1691.64,42,payback
A42,2022-06-26 08:03:33,3307.98,39,/C/
301,2022-10-26 03:34:08,8017.67,129,payback
707,2022-10-06 07:46:26,4681.73,416,savings
A72,2023-03-31 22:48:34,3919.0,420,/A/
728,2022-10-02 18:01:09,7223.67,214,rent
A183,2023-03-04 00:47:35,2024.61,425,/A/
177,2023-03-12 04:52:35,850.82,647,savings
915,2022-09-28 19:26:57,2746.97,897,fries
13,2024-05-08 02:09:32,6883.69,726,bonus
444,2024-01-28 22:20:29,3688.27,942,fries
A383,2023-04-23 01:31:41,7733.2,619,/B/
A78,2023-05-28 13:33:17,4672.18,627,/A/
A345,2023-12-16 09:49:37,4047.9,A391,6934961746
A232,2023-07-11 15:44:11,2522.54,A321,8207952075
A137,2023-06-18 01:51:21,4724.9,A322,6483715303
194,2022-06-29 02:40:17,4867.86,695,rent
A143,2024-05-14 22:32:18,4869.92,828,/C/
734,2022-06-28 20:25:09,1047.29,984,savings
A116,2023-08-26 08:16:15,4585.06,A53,2182725967
303,2023-06-30 05:21:05,2228.22,680,savings
A98,2022-07-21 20:15:01,3173.31,660,/A/
575,2024-06-12 02:26:55,4791.24,301,fries
996,2023-06-27 06:54:23,8464.59,844,savings
A129,2024-02-25 14:47:17,6533.42,A237,5609157541
A315,2023-04-20 07:11:18,3734.58,A220,1428234282
A225,2023-01-28 00:38:00,598.55,A270,8622353422
A330,2023-08-26 05:53:13,1193.79,159,/C/
A275,2022-07-24 17:12:33,5571.28,A253,9732598960
A363,2022-07-08 22:18:21,6105.22,248,/C/
A183,2023-12-20 03:42:13,2815.78,A280,5989344328
A51,2024-06-16 07:33:59,437.82,610,/B/
A317,2024-06-16 16:07:57,6743.09,289,/B/
A233,2023-02-21 06:28:19,737.88,606,/A/
A251,2024-01-29 04:31:49,6992.9,76,/B/
A258,2024-05-09 05:28:11,7592.32,A300,4950536236
A227,2023-12-27 11:44:08,6707.18,A214,8263740685
A129,2023-03-11 22:14:14,5700.56,423,/B/
A35,2024-05-25 10:28:34,7991.32,336,/B/
A148,2023-06-01 17:45:04,8798.04,550,/C/
A368,2022-12-05 11:27:29,3314.78,A202,5464398997
A112,2022-11-05 20:14:48,6863.93,4,/C/
4,2024-05-10 09:09:19,4413.69,893,rent
A210,2023-06-25 23:08:05,2812.76,427,/A/
863,2022-07-11 03:38:24,7191.45,929,fries
A84,2024-05-15 15:42:26,3618.06,A69,6124713052
A138,2023-03-03 00:11:58,38.9,726,/A/
A289,2024-06-18 04:03:41,9545.76,65,/C/
A372,2023-02-08 05:48:30,6466.46,A390,7066935489
670,2023-10-28 13:40:23,1068.3,23,beers
89,2022-08-25 17:06:39,7867.41,869,rent
A15,2024-01-09 21:14:09,2652.61,899,/C/
320,2023-07-29 05:05:49,862.73,812,payback
A251,2023-10-19 12:49:26,1034.41,923,/A/
A119,2022-06-25 15:07:09,5230.99,A308,9704983563
A241,2022-09-01 11:17:17,1844.22,A25,3619328875
A163,2022-10-14 02:39:30,8816.66,A240,6875264379
A364,2022-09-26 13:32:16,6797.14,A304,7525421719
A61,2022-10-08 16:46:03,8343.02,425,/C/
A310,2023-08-29 16:31:23,2668.19,886,/C/
570,2023-12-04 13:35:22,3329.91,944,beers
A194,2023-05-25 03:52:50,8545.61,A112,4945905375
A330,2023-08-29 20:06:43,7853.17,997,/C/
277,2023-02-14 10:10:57,8126.49,576,payback
A310,2022-11-22 16:05:42,550.08,647,/B/
A391,2024-06-21 07:32:14,7042.78,67,/C/
A6,2024-04-01 02:37:27,2553.12,80,/A/
A376,2022-12-28 11:04:27,5524.21,A274,7269059471
A99,2023-03-04 12:26:51,2004.61,606,/A/
A355,2022-08-11 21:57:20,8700.36,A196,6959818370
A138,2023-12-14 16:43:10,1907.81,507,/C/
A56,2023-02-05 06:34:29,2212.97,793,/A/
A321,2024-04-14 17:19:10,7515.28,A169,4970751497
A159,2023-11-18 06:39:47,4194.91,A31,0286741607
92,2022-08-22 09:55:23,2392.32,597,payback
855,2023-03-08 02:57:57,3598.8,276,savings
A72,2023-01-21 20:26:23,5316.52,871,/B/
A352,2022-09-24 02:37:46,3625.76,430,/A/
A277,2023-05-04 19:36:09,1851.43,643,/A/
A153,2023-07-29 07:23:06,7583.17,A26,8287274064
834,2023-06-21 02:45:48,4990.67,47,payback
A18,2024-05-06 01:27:45,5260.81,261,/B/
660,2023-11-29 16:46:07,5725.44,416,fries
A360,2023-09-20 01:04:03,234.79,A98,0275879432
A184,2022-07-08 12:11:11,7420.58,A24,0094365960
A251,2023-12-08 01:59:51,8140.62,345,/B/
795,2022-09-03 15:53:58,7849.18,353,bonus
A96,2024-02-16 13:25:36,7145.94,A89,3360694347
A347,2024-06-02 20:31:29,1339.73,437,/C/
A113,2024-06-07 13:06:30,6877.02,161,/A/
A67,2024-01-30 23:13:11,8649.91,A294,9596170885
A279,2023-08-10 22:33:40,8145.35,A377,1882649094
A94,2024-05-27 09:36:45,843.24,379,/B/
A153,2022-12-30 18:05:06,4838.02,435,/A/
A389,2024-03-07 07:11:00,2141.31,201,/B/
A355,2022-08-22 21:11:39,3395.49,746,/B/
A301,2024-01-24 03:43:29,8317.66,673,/C/
A99,2023-12-16 21:06:57,9282.72,42,/C/
303,2022-09-28 08:49:20,5705.54,252,fries
A211,2023-06-03 15:18:39,7481.7,430,/C/
881,2023-04-02 05:07:52,2962.97,688,rent
A352,2023-05-21 04:22:52,3328.04,484,/A/
A297,2022-12-01 13:50:59,7936.77,584,/B/
A385,2023-08-29 20:40:26,1179.13,707,/C/
A24,2022-10-05 21:00:56,6730.63,447,/C/
A355,2024-04-15 15:28:48,3606.89,52,/B/
A10,2024-04-25 12:28:36,1238.32,A382,8028785272
A160,2023-11-27 12:58:02,7240.02,981,/A/
A289,2023-05-01 22:54:23,8399.36,A173,3517171188
A40,2022-12-14 12:52:00,1276.84,957,/A/
A62,2024-05-29 16:33:14,9642.79,454,/A/
740,2022-08-02 13:31:21,2315.86,71,beers
A332,2023-06-22 12:54:47,1257.82,792,/C/
A20,2024-04-25 14:27:34,9876.51,A11,0195940874
A16,2023-10-12 13:56:33,6209.31,A112,3467057736
A58,2022-08-04 03:38:12,6700.44,A145,0226956209
A261,2023-10-01 09:22:56,2717.22,856,/B/
A201,2024-01-23 07:56:54,7048.58,81,/C/
A77,2022-10-25 23:43:59,5574.77,538,/C/
A112,2023-09-02 14:32:41,1488.79,576,/C/
299,2022-10-01 10:54:18,5391.86,197,savings
A65,2024-02-01 05:48:03,4694.73,A54,1831851753
A319,2023-12-05 22:46:30,334.34,A329,7204868182
A144,2024-04-11 03:24:40,535.45,931,/A/
A391,2024-01-26 23:20:21,1250.88,610,/C/
338,2023-09-25 05:16:20,8270.33,41,savings
A301,2024-05-21 22:26:19,8491.99,569,/C/
A92,2023-03-10 21:13:41,8497.78,65,/B/
A357,2023-12-22 11:01:58,7023.53,A142,5686314687
A4,2023-10-08 13:08:15,9971.31,282,/C/
A41,2022-07-02 23:17:34,8722.12,827,/A/
A215,2023-08-04 00:50:05,3634.67,722,/B/
321,2022-11-16 21:31:34,5838.2,203,payback
A44,2022-11-09 09:05:30,1359.36,A275,1124648807
A276,2024-02-19 04:33:06,9966.49,614,/C/
A28,2023-01-08 05:01:26,500.76,A238,7309839222
A62,2024-03-25 05:23:33,5265.21,650,/A/
A180,2024-03-18 09:16:53,1381.75,951,/A/
702,2022-09-15 00:43:10,1960.03,845,payback
A63,2022-12-21 00:00:17,3047.83,468,/C/
A56,2022-09-19 02:56:22,7036.27,A290,3225717791
A22,2024-02-09 06:18:35,5149.41,A205,4197732036
A246,2022-08-10 08:45:29,127.64,A60,4987037844
651,2022-12-12 01:14:37,3736.09,737,savings
A223,2024-06-21 16:13:46,6645.0,A347,3141319299
A96,2022-07-17 12:08:19,7891.24,A91,3947800050
438,2023-01-27 19:53:41,9153.52,448,rent
A193,2023-12-20 06:23:52,3609.76,A338,6368568801
A324,2022-11-10 03:07:57,354.95,873,/C/
A307,2023-06-30 15:23:41,8479.27,503,/A/
A346,2022-11-06 21:43:33,2632.87,190,/C/
A142,2024-05-01 19:09:23,475.24,A185,0573266305
701,2023-07-07 03:25:35,4157.84,365,fries
A76,2024-04-21 01:10:57,5933.11,132,/A/
A298,2023-02-18 12:42:47,4771.16,797,/A/
A160,2023-03-14 13:26:28,9505.32,163,/C/
A265,2023-10-23 04:11:10,6502.33,256,/B/
916,2023-11-19 13:27:54,8254.49,216,rent
A391,2024-05-31 02:41:23,9560.03,438,/A/
A199,2022-07-06 10:52:06,2888.46,A390,0913307726
A305,2023-04-01 07:14:53,7348.29,A76,8750453282
A155,2023-08-18 18:13:36,8256.91,A278,5802576998
A300,2022-08-22 08:33:36,3747.76,196,/C/
A80,2022-08-07 08:23:14,9663.48,354,/A/
A275,2023-05-03 22:32:48,7585.48,612,/B/
88,2023-05-22 23:11:23,4374.69,475,beers
A281,2022-07-15 10:24:07,5463.45,A166,5189553945
354,2022-09-12 03:48:49,2030.67,172,beers
A269,2022-11-20 21:05:53,8262.03,A380,5214611105
734,2022-06-24 15:02:28,3469.65,473,fries
A366,2024-01-08 21:45:50,5684.16,A144,2234132426
168,2024-02-08 06:39:03,6910.93,520,payback
617,2023-04-03 10:28:31,7339.27,761,beers
A59,2024-01-11 22:02:23,3759.24,630,/B/
A367,2024-02-24 06:20:18,4124.58,283,/B/
A209,2023-07-03 15:55:20,6916.47,991,/A/
A207,2022-06-27 20:36:06,2260.79,391,/A/
197,2023-12-31 10:37:08,6213.46,589,fries
A134,2024-01-13 23:26:28,6226.63,A33,7657077949
A2,2024-05-19 00:05:28,964.45,51,/A/
A263,2022-12-08 12:29:12,1300.17,669,/B/
A248,2023-03-07 20:13:20,3763.93,31,/A/
A394,2023-07-14 05:41:50,794.91,578,/C/
A15,2023-11-03 03:18:08,5184.78,576,/A/
154,2022-11-25 18:32:51,9859.28,924,fries
A359,2024-05-11 02:42:20,4355.1,473,/A/
A243,2024-04-01 07:52:26,9261.25,222,/C/
A106,2024-03-09 09:44:46,1362.29,482,/C/
A110,2023-10-09 12:16:39,4908.06,893,/A/
A82,2022-09-28 01:58:19,7827.25,648,/B/
362,2022-07-03 19:45:38,709.14,90,beers
A112,2023-11-14 10:59:27,8745.27,149,/B/
A48,2023-11-15 07:28:41,5858.51,556,/B/
195,2024-03-01 12:01:48,9218.14,800,savings
384,2022-06-25 18:57:54,2456.38,848,beers
305,2024-05-19 21:34:27,4818.25,164,rent
A205,2023-03-15 13:55:10,5397.88,A25,0219124164
A331,2024-01-26 19:44:06,9900.11,466,/C/
886,2022-07-01 11:25:01,9400.62,533,payback
558,2023-11-23 14:01:49,1571.4,614,beers
A325,2022-12-14 16:46:06,1326.69,83,/B/
A134,2022-10-14 23:30:44,9760.88,856,/C/
A350,2024-03-30 14:20:11,7063.05,A259,7415203147
A159,2023-03-26 00:45:37,3740.82,A348,8806174738
A203,2024-05-22 22:43:48,2389.29,802,/B/
499,2023-07-01 14:17:12,6246.31,115,payback
A146,2024-04-24 06:50:02,8077.29,A144,9985647255
A373,2023-01-30 22:43:07,2464.04,A218,5556059233
A298,2023-06-19 16:35:43,5177.7,753,/A/
A215,2023-10-15 13:38:27,3200.44,925,/C/
A117,2022-09-05 08:19:37,1226.44,720,/C/
A13,2023-09-25 02:42:28,8141.13,426,/C/
A116,2023-05-13 23:01:33,9781.87,105,/C/
A94,2023-07-19 13:42:13,8137.78,A305,2850341359
A382,2023-02-11 05:04:52,367.38,46,/B/
A183,2022-10-22 22:26:48,4649.92,A45,5258621700
947,2022-08-25 06:14:03,5057.13,789,payback
755,2022-09-14 15:55:47,677.38,178,payback
A41,2024-05-08 06:32:56,5857.17,96,/A/
796,2023-04-16 03:30:32,8323.96,547,fries
A329,2024-03-11 14:22:23,1787.35,809,/B/
A368,2024-02-07 20:28:21,6058.44,311,/A/
A257,2022-12-17 07:20:46,3673.33,A72,7345998659
A274,2023-02-11 16:12:27,5488.61,A383,9208582455
A8,2022-09-30 14:16:33,9079.96,935,/A/
441,2023-03-03 00:19:49,6263.76,812,beers
A248,2023-08-24 07:13:58,8278.95,970,/C/
A107,2023-03-21 12:18:25,8322.03,A178,9985751225
A254,2023-11-13 08:17:11,8240.2,429,/C/
528,2023-04-21 23:30:58,5864.15,317,payback
731,2023-10-03 06:50:44,1429.85,563,beers
A47,2023-02-03 09:52:41,6720.07,860,/A/
879,2023-08-09 21:16:49,6962.48,134,rent
A48,2023-08-06 17:20:58,6592.83,A331,0156339180
A243,2024-03-13 11:14:57,6316.06,A179,7644932293
A341,2024-03-22 07:12:31,1881.82,944,/B/
A84,2023-06-03 04:06:54,8254.74,913,/A/
619,2023-07-06 09:34:26,1490.49,250,rent
A21,2024-02-04 15:18:27,7733.07,A160,9880694406
A237,2023-07-21 08:10:01,9602.71,141,/A/
A109,2023-05-15 18:47:12,9024.04,442,/B/
A369,2022-12-15 06:01:15,7625.77,729,/A/
A311,2022-06-23 16:45:05,7382.41,177,/C/
A93,2024-05-14 07:06:21,5623.8,277,/C/
A268,2023-01-18 21:59:05,4333.25,165,/B/
A308,2023-09-23 08:36:23,8118.18,451,/A/
A311,2022-11-13 14:54:38,4177.78,80,/B/
A189,2022-10-26 14:40:15,8873.33,686,/B/
248,2023-01-28 09:15:10,8150.5,221,rent
A189,2023-07-07 01:23:33,5145.92,692,/A/
A117,2024-03-12 09:51:01,693.07,31,/A/
A381,2022-12-23 15:53:12,803.19,340,/C/
A374,2023-05-04 22:24:52,6291.47,A307,1144342494
345,2022-09-22 18:40:50,678.61,754,savings
915,2023-09-18 07:12:09,1234.97,369,bonus
385,2024-05-15 10:27:06,8245.83,201,payback
A100,2022-12-11 15:51:24,163.15,833,/C/
A223,2022-11-21 06:03:35,4600.88,321,/C/
A289,2023-01-12 00:32:54,4189.46,74,/A/
621,2023-08-19 15:03:59,7813.92,301,fries
A296,2023-07-11 18:44:23,6312.82,5,/B/
A37,2024-05-04 08:15:40,7483.91,A74,7241975028
A345,2023-04-27 16:22:33,5565.17,A235,3381745498
A182,2022-10-23 14:17:53,9928.72,A212,2757777832
A377,2024-04-30 23:42:18,723.4,A270,6733726568
A87,2023-04-18 19:50:59,2002.9,A28,0451655915
969,2023-06-01 19:56:08,694.14,695,payback
149,2023-01-21 11:41:32,7637.35,450,beers
820,2023-05-03 16:55:56,2188.32,956,bonus
A59,2023-03-14 02:32:37,534.68,313,/A/
A69,2022-12-13 14:58:57,998.33,A45,9989823722
523,2022-10-29 09:41:36,2561.1,145,beers
A132,2023-06-11 15:09:02,9913.75,756,/A/
A30,2023-08-27 23:21:40,6220.96,928,/B/
A75,2023-09-17 17:38:55,1208.13,A374,3025300723
A146,2022-07-20 14:20:05,8048.91,873,/C/
A141,2022-08-23 15:29:43,6396.91,A138,4405137488
A184,2023-08-01 09:24:27,4480.54,345,/B/
A271,2023-08-03 10:30:24,7964.2,12,/A/
A380,2022-07-26 18:12:39,3576.36,184,/B/
A295,2024-06-12 20:04:38,7655.94,664,/B/
235,2024-06-20 23:53:21,3064.15,53,payback
A266,2024-02-18 11:43:17,7020.78,719,/A/
A101,2022-07-14 00:15:57,7953.89,A374,2153282332
A44,2023-11-22 16:23:04,7819.17,517,/B/
A387,2023-05-26 08:41:07,7123.81,829,/B/
A328,2023-02-04 00:49:35,1719.26,293,/B/
A28,2023-12-15 14:00:22,9943.09,600,/C/
533,2023-10-21 04:40:10,426.19,451,beers
A33,2024-03-11 02:05:31,6512.26,228,/C/
567,2022-11-17 12:51:42,7934.47,993,bonus
860,2023-08-17 02:46:52,4863.33,62,bonus
A86,2023-03-25 14:01:47,544.55,A250,4930038295
231,2023-07-04 06:10:35,8841.92,390,fries
A178,2024-03-31 17:56:01,2255.98,A371,7370388577
A214,2023-06-20 16:11:18,1285.68,3,/A/
A193,2024-03-20 12:03:21,2148.86,A400,0635999906
879,2023-03-25 23:03:16,4383.46,14,beers
A52,2023-09-10 22:59:55,2206.99,900,/B/
A24,2024-02-25 10:43:45,7682.28,900,/C/
A165,2022-10-05 19:20:54,990.7,A126,5216229652
A54,2022-12-03 08:31:57,9932.29,812,/A/
A271,2024-06-06 22:49:44,9529.7,741,/B/
A139,2022-07-30 08:01:24,3124.99,A244,1334181291
A361,2022-06-24 08:03:21,7005.13,385,/C/
915,2024-01-24 03:58:54,9594.16,52,savings
A110,2024-04-01 18:45:54,1810.5,427,/C/
A106,2022-10-29 16:47:52,715.68,679,/C/
A266,2022-08-03 06:05:50,959.09,276,/C/
A195,2022-11-02 18:01:43,4527.84,511,/B/
76,2023-01-02 19:18:03,4647.27,30,payback
A349,2023-11-15 05:06:08,8597.93,599,/A/
A335,2023-07-14 16:06:10,9512.83,A383,2076257316
A221,2022-12-08 16:40:42,6038.26,956,/A/
A289,2024-01-23 21:21:20,5538.57,676,/C/
415,2023-01-23 03:28:27,839.29,627,rent
670,2024-04-26 05:50:18,3585.5,154,rent
17,2023-07-12 18:59:44,6204.88,924,rent
A220,2022-12-31 09:49:57,2355.21,442,/B/
A275,2023-02-01 08:22:54,7947.1,41,/C/
A245,2024-02-26 02:00:18,5423.41,A118,3779979315
892,2022-12-18 05:18:40,8873.93,631,fries
A167,2023-02-10 00:12:02,1899.99,483,/B/
A173,2022-12-12 15:47:34,6419.71,524,/B/
A277,2023-06-10 11:37:21,5211.14,906,/B/
A336,2023-03-19 04:26:19,7002.87,A95,5744338723
105,2023-09-16 12:45:44,2519.5,776,bonus
220,2023-04-20 05:56:26,1470.71,590,payback
A56,2023-04-25 11:09:41,6698.91,81,/C/
A374,2023-03-18 23:27:01,7144.02,799,/C/
428,2023-07-09 20:47:22,9677.11,190,rent
A122,2024-04-02 05:16:35,965.53,501,/B/
A145,2023-08-26 18:55:03,6040.34,512,/C/
A90,2023-03-03 00:38:54,4521.89,34,/B/
899,2023-01-20 23:21:45,4964.45,476,fries
A288,2023-10-20 19:02:20,1677.92,288,/A/
A42,2024-01-20 00:13:18,5124.12,525,/A/
A351,2023-10-12 13:30:37,3971.58,603,/C/
A148,2022-09-10 17:00:28,3644.26,A298,0010380121
576,2023-02-07 20:39:31,9580.87,138,bonus
A149,2022-11-27 09:11:32,6321.84,A207,3302973995
A322,2023-12-14 13:02:50,5864.45,719,/A/
A384,2022-09-23 15:08:21,7948.1,A157,0339213283
A346,2023-04-21 07:25:18,8358.15,910,/A/
A381,2023-06-07 05:37:29,4102.89,813,/C/
A21,2024-06-13 08:28:01,2613.45,A30,5156393513
A120,2023-08-22 16:12:59,9772.43,A312,9492013303
317,2023-12-22 20:19:50,7959.75,153,beers
588,2023-01-13 17:48:55,5428.19,342,fries
A284,2022-09-04 08:22:45,9495.22,677,/C/
A149,2023-09-02 13:49:24,1634.58,A115,2565094846
A151,2022-10-09 00:51:47,6999.73,813,/B/
A304,2022-07-20 21:38:55,3607.49,605,/C/
A100,2023-10-12 06:21:15,69.99,408,/B/
A126,2024-01-18 04:15:20,2798.52,A64,5743479756
A126,2023-08-15 04:41:27,2942.71,158,/B/
A79,2023-04-10 03:51:27,2034.68,833,/C/
A195,2022-08-12 07:03:30,6170.01,A29,4320611217
A139,2023-08-19 02:01:08,7190.26,780,/A/
A216,2022-08-02 11:43:23,4738.76,781,/B/
A286,2023-04-01 22:07:55,258.11,288,/A/
A237,2023-11-25 17:55:39,1891.75,958,/A/
A55,2023-02-16 22:25:24,2505.39,665,/B/
44,2023-02-24 03:57:19,3076.28,628,savings
A248,2023-09-21 17:54:58,5501.18,421,/C/
A247,2024-03-04 14:22:36,5440.13,703,/A/
A148,2022-10-15 01:55:21,6568.51,148,/A/
A381,2024-03-20 05:18:20,6546.99,827,/B/
A116,2022-12-12 20:13:33,2527.58,479,/B/
A344,2022-10-30 15:44:46,6816.97,471,/B/
A157,2024-04-22 05:13:58,4908.37,971,/A/
A23,2022-12-14 17:00:01,3657.73,716,/C/
A174,2022-08-13 19:21:59,888.1,666,/C/
A287,2022-11-22 16:11:29,5466.12,A228,1196747753
A197,2023-09-08 00:49:45,8828.79,151,/C/
A240,2023-12-15 09:44:08,9354.43,628,/B/
A382,2022-12-20 20:04:43,428.19,388,/C/
A371,2024-02-25 23:15:13,6160.12,378,/B/
A147,2024-05-08 12:50:23,840.93,61,/A/
A78,2023-12-19 15:05:16,7917.98,564,/C/
A223,2023-01-29 08:48:16,1490.25,153,/B/
A124,2022-08-06 12:49:33,4538.5,811,/B/
A208,2023-05-26 02:14:53,9436.76,573,/C/
